id,unit of measure (per pack),line item quantity,line item value,pack price,unit price,line item insurance (usd)
6561,300,50,2099.0,41.98,0.14,4.11
6563,90,140,3540.6,25.29,0.28,6.94
6670,30,44,859.65,19.54,0.65,1.38
6671,60,5721,145885.5,25.5,0.42,233.42
6691,60,100,894.0,8.94,0.15,1.43
6692,120,1000,82190.0,82.19,0.68,131.5
6693,20,50,1350.0,27.0,1.35,2.16
6705,60,182,1729.0,9.5,0.16,2.77
6724,60,1200,9300.0,7.75,0.13,14.88
6745,100,442,31819.58,71.99,0.72,50.91
6746,20,10000,270000.0,27.0,1.35,432.0
6753,100,500,40000.0,80.0,0.8,64.0
6768,25,390,14625.0,37.5,1.5,23.4
6837,30,84,0.84,0.01,0.0,0.0
6845,60,30,179.7,5.99,0.1,0.29
6846,60,300,7272.0,24.24,0.4,11.64
6848,60,34576,242032.0,7.0,0.12,387.25
6849,60,16640,116480.0,7.0,0.12,186.37
6881,100,25,8750.0,350.0,3.5,14.0
6884,100,8,1112.0,139.0,1.39,1.78
6896,30,14820,251940.0,17.0,0.57,403.1
6913,90,3,27.69,9.23,0.1,0.04
6914,300,30,1384.5,46.15,0.15,2.22
6915,60,2500,14525.0,5.81,0.1,23.24
6931,240,132,3300.0,25.0,0.1,5.28
6932,20,9380,253260.0,27.0,1.35,405.22
6933,20,8153,220131.0,27.0,1.35,352.21
6962,100,4200,302358.0,71.99,0.72,483.77
6972,100,7,2450.0,350.0,3.5,3.92
6988,100,285,22797.15,79.99,0.8,36.48
6994,25,271,20325.0,75.0,3.0,32.52
7007,30,1968,40717.92,20.69,0.69,65.15
7008,300,10,394.0,39.4,0.13,0.63
7009,200,100,676.0,6.76,0.03,1.08
7030,60,400,2800.0,7.0,0.12,4.48
7032,100,630,3458.7,5.49,0.05,5.53
7055,60,6,81.66,13.61,0.23,0.13
7056,180,400,14352.0,35.88,0.2,22.96
7091,20,500,16000.0,32.0,1.6,25.6
7093,20,500,16000.0,32.0,1.6,25.6
7120,30,672,9179.52,13.66,0.46,14.69
7121,60,648,4860.0,7.5,0.12,7.78
7122,60,9275,13448.75,1.45,0.02,21.52
7125,300,40,1479.6,36.99,0.12,2.37
7126,30,150,5737.5,38.25,1.27,9.18
7127,30,1500,23790.0,15.86,0.53,38.06
7128,240,470,2942.2,6.26,0.03,4.71
7129,200,140,960.4,6.86,0.03,1.54
7172,1000,20,527.0,26.35,0.03,0.84
7176,20,3400,108800.0,32.0,1.6,174.08
7183,30,6180,101970.0,16.5,0.55,163.15
7184,25,7864,157280.0,20.0,0.8,308.27
7201,60,45168,414642.24,9.18,0.15,663.43
7202,30,60,2368.2,39.47,1.32,3.79
7218,60,4200,12180.0,2.9,0.05,19.49
7244,60,120,2428.8,20.24,0.34,3.89
7259,100,213,2.13,0.01,0.0,0.0
8951,20,1163,37216.0,32.0,1.6,72.94
7260,100,6875,68.75,0.01,0.0,0.11
7276,20,4200,134400.0,32.0,1.6,215.04
7321,100,7690,553603.1,71.99,0.72,1085.06
7325,60,240,4860.0,20.25,0.34,7.78
7326,200,120,176.4,1.47,0.01,0.28
7327,60,1500,7965.0,5.31,0.09,12.74
7338,24,25000,17500.0,0.7,0.03,34.3
7398,40,603,45828.0,76.0,1.9,89.82
7421,25,7,525.0,75.0,3.0,1.03
7436,60,7800,22620.0,2.9,0.05,44.34
7467,1,3510,80730.0,23.0,23.0,158.23
7468,1,3510,80730.0,23.0,23.0,158.23
7469,1,3510,80730.0,23.0,23.0,158.23
7475,60,350,4417.0,12.62,0.21,8.66
7476,60,1200,5772.0,4.81,0.08,11.31
7477,60,10,123.1,12.31,0.21,0.24
7607,60,4032,34715.52,8.61,0.14,68.04
7638,120,12560,516216.0,41.1,0.34,1011.78
7675,100,2000,140000.0,70.0,0.7,274.4
7695,60,40,620.0,15.5,0.26,1.22
7696,30,1242,2782.08,2.24,0.07,5.45
7708,100,110,15290.0,139.0,1.39,29.97
7718,60,300,3699.0,12.33,0.21,7.25
7719,240,540,2030.4,3.76,0.02,3.98
7720,120,1500,47880.0,31.92,0.27,93.84
7721,30,6734,98383.74,14.61,0.49,192.83
7728,30,144,440.64,3.06,0.1,0.86
7729,30,2996,9197.72,3.07,0.1,18.03
7730,270,30,1634.7,54.49,0.2,3.2
7731,30,400,912.0,2.28,0.08,1.79
7732,60,10,100.6,10.06,0.17,0.2
7734,200,650,741.0,1.14,0.01,1.45
7735,240,350,1781.5,5.09,0.02,3.49
7736,300,70,2163.7,30.91,0.1,4.24
7741,300,440,15831.2,35.98,0.12,31.03
7748,200,1500,3150.0,2.1,0.01,6.17
7749,120,2965,106680.7,35.98,0.3,209.09
7750,240,1900,10564.0,5.56,0.02,20.71
7751,60,4553,13659.0,3.0,0.05,26.77
7775,20,1371,43872.0,32.0,1.6,85.99
7778,30,600,1890.0,3.15,0.1,3.7
7779,60,300,5031.0,16.77,0.28,9.86
7837,60,18000,43200.0,2.4,0.04,84.67
7847,60,1812,4348.8,2.4,0.04,8.52
7849,30,84,1540.56,18.34,0.61,3.02
7857,100,15,1050.0,70.0,0.7,2.06
7868,270,5178,461436.41,89.11,0.33,904.42
7894,100,24,1680.0,70.0,0.7,3.29
8038,240,500,950.0,1.9,0.01,1.52
8061,25,10000,200000.0,20.0,0.8,320.0
8062,25,10000,200000.0,20.0,0.8,320.0
8100,100,5,1750.0,350.0,3.5,2.8
8185,90,60,2112.0,35.2,0.39,3.38
8186,60,1500,9600.0,6.4,0.11,15.36
8192,60,100000,700000.0,7.0,0.12,1120.0
8204,100,5,1750.0,350.0,3.5,2.8
8207,30,32510,381992.5,11.75,0.39,611.19
8209,100,50,17500.0,350.0,3.5,28.0
8213,1,600,22500.0,37.5,37.5,36.0
8218,200,712,8964.08,12.59,0.06,14.34
8231,100,2,278.0,139.0,1.39,0.54
8232,100,125,17375.0,139.0,1.39,27.8
8258,180,400,18460.0,46.15,0.26,29.54
8263,20,6520,176040.0,27.0,1.35,281.66
8264,100,6199,61.99,0.01,0.0,0.1
8271,25,232,4640.0,20.0,0.8,7.42
8315,100,30,10500.0,350.0,3.5,16.8
8316,20,289,7803.0,27.0,1.35,15.29
8317,100,3000,30.0,0.01,0.0,0.05
8344,40,500,39500.0,79.0,1.98,63.2
8378,30,10080,115718.4,11.48,0.38,185.15
8407,100,1130,90388.7,79.99,0.8,144.62
8437,100,100,7199.0,71.99,0.72,11.52
8438,100,100,1.0,0.01,0.0,0.0
8440,20,500,16000.0,32.0,1.6,25.6
8459,60,9792,72460.8,7.4,0.12,115.94
8460,60,3840,12326.4,3.21,0.05,19.72
8461,60,432,3240.0,7.5,0.12,5.18
8462,60,14364,37346.4,2.6,0.04,59.75
8463,60,100,517.0,5.17,0.09,0.83
8464,30,80,1968.0,24.6,0.82,3.15
8465,30,240,717.6,2.99,0.1,1.15
8470,100,4,556.0,139.0,1.39,0.89
8475,100,54,18900.0,350.0,3.5,30.24
8554,25,500,10000.0,20.0,0.8,19.6
8590,300,10,354.6,35.46,0.12,0.57
8603,120,1080,88776.0,82.2,0.68,174.0
8604,60,380,8930.0,23.5,0.39,17.5
8605,60,2200,25080.0,11.4,0.19,49.16
8616,60,20,205.6,10.28,0.17,0.33
8642,1,7002,161046.0,23.0,23.0,257.67
8645,30,1500,24300.0,16.2,0.54,38.88
8646,30,200,572.0,2.86,0.1,0.92
8648,20,10594,286038.0,27.0,1.35,560.63
9089,100,150,20850.0,139.0,1.39,40.87
8692,30,2000,100800.0,50.4,1.68,197.57
8693,30,3991,201146.4,50.4,1.68,394.25
8713,3,10,152.5,15.25,5.08,0.3
8714,100,5500,55.0,0.01,0.0,0.11
8735,100,4800,345600.0,72.0,0.72,677.38
8737,20,650,20800.0,32.0,1.6,40.77
8738,25,20,1500.0,75.0,3.0,2.94
8760,20,35,1120.0,32.0,1.6,2.2
8770,1,3470,79810.0,23.0,23.0,156.43
8802,20,839,26848.0,32.0,1.6,52.62
9034,60,4023,46988.64,11.68,0.19,92.1
8803,30,2680,135072.0,50.4,1.68,264.74
8864,120,12500,513750.0,41.1,0.34,1006.95
8892,60,168,1260.0,7.5,0.12,2.47
8893,60,24480,168912.0,6.9,0.12,331.07
8909,100,5,1750.0,350.0,3.5,3.43
8922,120,60,2466.0,41.1,0.34,4.83
8989,60,22752,207043.2,9.1,0.15,405.8
8996,60,14,143.92,10.28,0.17,0.28
9000,30,560,5040.0,9.0,0.3,9.88
9002,300,50,2055.0,41.1,0.14,4.03
9022,300,90,2834.1,31.49,0.1,5.55
9023,30,3710,60732.7,16.37,0.55,119.04
9024,60,25637,63323.39,2.47,0.04,124.11
9025,60,1200,6564.0,5.47,0.09,12.87
9026,60,16000,85280.0,5.33,0.09,167.15
9032,240,2000,10380.0,5.19,0.02,20.34
9033,240,1500,5445.0,3.63,0.02,10.67
9086,100,4500,324000.0,72.0,0.72,635.04
9036,60,200,2998.0,14.99,0.25,5.88
9037,90,100,2454.0,24.54,0.27,4.81
9038,300,80,2388.8,29.86,0.1,4.68
9090,100,55,19250.0,350.0,3.5,37.73
9039,120,200,6182.0,30.91,0.26,12.12
9040,200,140,833.0,5.95,0.03,1.63
9041,30,60,1813.2,30.22,1.01,3.55
9042,240,30,323.4,10.78,0.04,0.63
9043,60,1200,6012.0,5.01,0.08,11.78
9053,60,2160,23133.6,10.71,0.18,45.34
9054,60,3000,16080.0,5.36,0.09,31.52
9055,60,6000,100560.0,16.76,0.28,197.1
9056,60,6840,73256.4,10.71,0.18,143.58
9078,84,10,84.0,8.4,0.1,0.16
9080,30,80,1502.4,18.78,0.63,2.94
9081,240,200,1208.0,6.04,0.03,2.37
9085,25,500,10000.0,20.0,0.8,19.6
9088,100,150,20850.0,139.0,1.39,40.87
9093,120,159,6534.9,41.1,0.34,12.81
9095,100,7500,600000.0,80.0,0.8,1176.0
9096,30,5000,120000.0,24.0,0.8,235.2
9100,100,1500,120000.0,80.0,0.8,235.2
9145,20,600,19200.0,32.0,1.6,37.63
9151,60,19392,130896.0,6.75,0.11,256.56
9154,60,6000,14400.0,2.4,0.04,28.22
9173,200,800,1072.0,1.34,0.01,2.1
9179,20,75,2400.0,32.0,1.6,4.7
9187,60,80,560.0,7.0,0.12,1.1
9200,30,1000,17020.0,17.02,0.57,33.36
9201,30,260,10670.4,41.04,1.37,20.91
9202,200,1200,2796.0,2.33,0.01,6.03
9225,120,5000,205500.0,41.1,0.34,402.78
9316,100,3500,280000.0,80.0,0.8,448.0
9321,60,1389,7833.96,5.64,0.09,12.53
9331,60,7000,94500.0,13.5,0.22,151.2
9351,25,10000,200000.0,20.0,0.8,320.0
9352,25,10000,200000.0,20.0,0.8,320.0
9353,100,10,3500.0,350.0,3.5,5.6
9366,60,1300,10075.0,7.75,0.13,16.12
9389,20,120,3240.0,27.0,1.35,5.18
9390,100,10,3500.0,350.0,3.5,5.6
9422,30,3991,65851.5,16.5,0.55,105.36
9487,100,463,64357.0,139.0,1.39,102.97
9488,100,300,41700.0,139.0,1.39,66.72
9489,60,600,5028.0,8.38,0.14,8.04
9499,30,48259,567043.25,11.75,0.39,907.27
9530,100,3,417.0,139.0,1.39,0.82
9531,100,1000,70000.0,70.0,0.7,112.0
9536,100,2,278.0,139.0,1.39,0.44
9550,30,780,7.8,0.01,0.0,0.01
9564,200,4,57.92,14.48,0.07,0.09
9565,60,2500,14325.0,5.73,0.1,22.92
9566,90,100,3297.0,32.97,0.37,5.28
9567,30,150,3838.5,25.59,0.85,6.14
9578,100,250,34750.0,139.0,1.39,55.6
9579,20,7719,208413.0,27.0,1.35,333.46
9585,20,5300,169600.0,32.0,1.6,271.36
9603,60,600,3426.0,5.71,0.1,5.48
9628,100,240,17277.6,71.99,0.72,27.64
9629,1,1044,24012.0,23.0,23.0,38.42
9639,100,955,63985.0,67.0,0.67,102.38
9640,20,748,23936.0,32.0,1.6,38.3
9655,90,80,2252.0,28.15,0.31,3.6
9656,84,10,91.9,9.19,0.11,0.15
9657,60,1000,4890.0,4.89,0.08,7.82
9658,30,200,596.0,2.98,0.1,0.95
9669,60,360,2790.0,7.75,0.13,4.46
9673,100,1400,7686.0,5.49,0.05,12.3
9675,30,10080,115718.4,11.48,0.38,185.15
9676,30,2016,27538.56,13.66,0.46,44.06
9694,30,100,2386.0,23.86,0.8,3.82
9749,120,1480,121656.0,82.2,0.68,194.65
9750,30,5040,51609.6,10.24,0.34,82.58
9751,90,80,2572.0,32.15,0.36,4.12
9752,30,20,765.0,38.25,1.27,1.22
9753,270,4,285.52,71.38,0.26,0.46
9804,1000,32,1434.88,44.84,0.04,2.3
9815,100,1396,13.96,0.01,0.0,0.03
9836,30,83400,931578.0,11.17,0.37,1490.52
9841,540,34,1547.68,45.52,0.08,2.48
9842,540,34,1547.68,45.52,0.08,2.48
9860,60,1000,5310.0,5.31,0.09,8.5
10155,20,2086,66752.0,32.0,1.6,130.83
9866,100,6502,520094.98,79.99,0.8,832.15
9874,60,240,1680.0,7.0,0.12,3.29
9916,540,25,875.0,35.0,0.06,1.4
9918,60,1800,15498.0,8.61,0.14,24.8
9933,1,6998,160954.0,23.0,23.0,315.47
9936,60,550,6820.0,12.4,0.21,10.91
9937,200,10,125.4,12.54,0.06,0.2
9939,100,2,140.0,70.0,0.7,0.22
9952,24,20000,14000.0,0.7,0.03,27.44
9960,100,1000,10.0,0.01,0.0,0.02
10062,60,6966,16718.4,2.4,0.04,32.77
10063,1,5000,13398.72,2.68,2.68,26.26
10085,20,9325,251775.0,27.0,1.35,493.48
10086,20,3711,100197.0,27.0,1.35,196.39
10089,100,5,3500.0,700.0,7.0,6.86
10102,100,3622,289760.0,80.0,0.8,567.93
10126,30,2357,118792.8,50.4,1.68,232.83
10228,60,7800,22620.0,2.9,0.05,44.34
10229,60,22428,32520.6,1.45,0.02,63.74
10239,20,8000,256000.0,32.0,1.6,501.76
10240,100,110,12650.0,115.0,1.15,24.79
10246,60,1176,10125.36,8.61,0.14,19.85
10282,20,963,30816.0,32.0,1.6,60.4
10298,100,1500,105000.0,70.0,0.7,205.8
10342,200,180,210.6,1.17,0.01,0.41
10343,60,6000,32520.0,5.42,0.09,63.74
10344,60,3600,13896.0,3.86,0.06,27.24
10345,60,5550,68098.5,12.27,0.2,133.47
10347,200,40,48.4,1.21,0.01,0.09
10348,60,24150,59892.0,2.48,0.04,117.39
10350,60,100,520.0,5.2,0.09,1.02
10351,240,1000,3550.0,3.55,0.01,6.96
10352,60,10,94.9,9.49,0.16,0.19
10353,60,2000,10460.0,5.23,0.09,20.5
10354,200,150,949.5,6.33,0.03,1.86
10355,30,80,2542.4,31.78,1.06,4.98
10356,60,300,1212.0,4.04,0.07,2.38
10357,30,400,8692.0,21.73,0.72,17.04
10364,60,1000,19760.0,19.76,0.33,38.73
10365,120,1900,68362.0,35.98,0.3,133.99
10366,60,3344,23675.52,7.08,0.12,46.4
10367,60,7000,37520.0,5.36,0.09,73.54
10368,240,1000,5650.0,5.65,0.02,11.07
10386,20,2026,64832.0,32.0,1.6,127.07
10388,60,1800,5418.0,3.01,0.05,10.62
10389,240,650,3614.0,5.56,0.02,7.08
10390,270,30,1970.4,65.68,0.24,3.86
10395,100,60,21000.0,350.0,3.5,41.16
10401,100,7500,600000.0,80.0,0.8,1176.0
10406,100,6393,511440.0,80.0,0.8,1002.42
10416,60,38736,348624.0,9.0,0.15,683.3
10438,30,22512,146328.0,6.5,0.22,286.8
10446,25,33,2475.0,75.0,3.0,4.85
10464,25,950,71250.0,75.0,3.0,139.65
10472,20,138,4416.0,32.0,1.6,8.66
10476,60,480,3360.0,7.0,0.12,6.59
10477,100,150,10800.0,72.0,0.72,21.17
10498,60,550,8624.0,15.68,0.26,16.9
10499,60,700,2457.0,3.51,0.06,4.82
10500,240,200,1410.0,7.05,0.03,3.04
10501,30,400,1468.0,3.67,0.12,2.88
10503,100,2500,180000.0,72.0,0.72,388.08
10504,20,120,3840.0,32.0,1.6,7.53
10563,120,5019,206280.9,41.1,0.34,330.05
10570,60,300,537.0,1.79,0.03,0.86
10573,60,40411,303082.5,7.5,0.12,484.93
10645,60,8000,27200.0,3.4,0.06,43.52
10576,100,2,160.0,80.0,0.8,0.26
10577,60,564,4596.6,8.15,0.14,7.35
10578,60,8694,64335.6,7.4,0.12,102.94
10579,100,302,24160.0,80.0,0.8,38.66
10580,60,3145,9560.8,3.04,0.05,15.3
10585,30,5000,17350.0,3.47,0.12,27.76
10587,20,300,9600.0,32.0,1.6,15.36
10588,180,1076,53800.0,50.0,0.28,86.08
10589,240,338,7114.9,21.05,0.09,11.38
10590,60,1200,9780.0,8.15,0.14,15.65
10593,60,1796,2729.92,1.52,0.03,4.37
10596,60,53546,396240.4,7.4,0.12,633.98
10597,30,537,1074.0,2.0,0.07,1.72
10600,60,1953,14452.2,7.4,0.12,23.12
10610,336,245,9398.2,38.36,0.11,15.04
10612,30,24265,394548.9,16.26,0.54,631.28
10613,240,13850,29777.5,2.15,0.01,47.64
10614,60,11803,126056.04,10.68,0.18,201.69
10616,120,3769,154905.9,41.1,0.34,247.85
10647,30,1860,23101.2,12.42,0.41,36.96
10622,100,1128,90240.0,80.0,0.8,144.38
10623,120,9980,204590.0,20.5,0.17,327.34
10624,60,222,1665.0,7.5,0.12,2.66
10625,60,1132,8716.4,7.7,0.13,13.95
10626,240,1653,6529.35,3.95,0.02,10.45
10628,100,1150,82800.0,72.0,0.72,132.48
10630,30,3360,88200.0,26.25,0.88,141.12
10631,60,1500,2280.0,1.52,0.03,3.65
10632,60,40245,382327.5,9.5,0.16,611.72
10633,60,10044,95418.0,9.5,0.16,152.67
10634,60,7436,100386.0,13.5,0.22,160.62
10636,60,72333,245932.2,3.4,0.06,393.49
10637,200,7294,10211.6,1.4,0.01,16.34
10639,100,10,720.0,72.0,0.72,1.15
10640,240,2000,3940.0,1.97,0.01,6.3
10641,60,5000,15200.0,3.04,0.05,24.32
10642,60,12984,266172.0,20.5,0.34,425.88
10643,60,14052,103984.8,7.4,0.12,166.38
10644,30,3690,10147.5,2.75,0.09,16.24
10648,60,1847,129290.0,70.0,1.17,206.86
10650,20,100,3200.0,32.0,1.6,5.12
10651,60,120,182.4,1.52,0.03,0.29
10652,30,1860,23101.2,12.42,0.41,36.96
10653,240,2744,6695.36,2.44,0.01,10.71
10654,30,52240,104480.0,2.0,0.07,167.17
10656,100,2100,151179.0,71.99,0.72,241.89
10658,60,367,3486.5,9.5,0.16,5.58
10660,100,2093,20.93,0.01,0.0,0.03
10662,60,9476,90022.0,9.5,0.16,144.04
10663,30,5670,70421.4,12.42,0.41,112.67
10664,18,9,2773.53,308.17,17.12,4.44
10665,240,475,912.0,1.92,0.01,1.46
10666,30,44135,548156.7,12.42,0.41,877.05
10667,200,5900,8260.0,1.4,0.01,13.22
10669,30,656,17220.0,26.25,0.88,27.55
10670,60,93,688.2,7.4,0.12,1.1
10671,100,4300,309557.0,71.99,0.72,495.29
10672,60,2106,6402.24,3.04,0.05,10.24
10673,60,50000,360000.0,7.2,0.12,576.0
10674,60,1300,4420.0,3.4,0.06,7.07
10675,100,20,1439.8,71.99,0.72,2.3
10676,60,3226,42841.28,13.28,0.22,68.55
10677,30,24320,292083.2,12.01,0.4,467.33
10678,60,14124,133471.8,9.45,0.16,213.55
10679,25,3,0.03,0.01,0.0,0.0
10680,25,997,9.97,0.01,0.0,0.02
10681,30,1600,3200.0,2.0,0.07,5.12
10682,60,374,10296.22,27.53,0.46,16.47
10683,240,5056,9707.52,1.92,0.01,15.53
10684,60,4725,7182.0,1.52,0.03,11.49
10685,60,51293,77965.36,1.52,0.03,124.74
10686,30,11527,138439.27,12.01,0.4,221.5
10687,25,270,5400.0,20.0,0.8,8.64
10688,60,11760,39984.0,3.4,0.06,63.97
10689,240,1664,27456.0,16.5,0.07,43.93
10690,30,42768,85536.0,2.0,0.07,136.86
10691,100,10,720.0,72.0,0.72,1.15
10692,100,10,720.0,72.0,0.72,1.15
10693,30,2060,25585.2,12.42,0.41,40.94
10694,20,737,23584.0,32.0,1.6,37.73
10695,100,1505,15.05,0.01,0.0,0.02
10696,60,5730,157746.9,27.53,0.46,252.4
10697,30,1600,3200.0,2.0,0.07,5.12
10698,60,12833,94964.2,7.4,0.12,151.94
10700,60,20284,192698.0,9.5,0.16,308.32
10702,30,43154,1132792.5,26.25,0.88,1812.47
10703,30,2100,25221.0,12.01,0.4,40.35
10704,60,3150,25672.5,8.15,0.14,41.08
10705,60,10283,29923.53,2.91,0.05,47.88
10706,120,389,15987.9,41.1,0.34,25.58
10707,60,40320,381024.0,9.45,0.16,609.64
10708,60,23230,67599.3,2.91,0.05,108.16
10709,240,1200,2520.0,2.1,0.01,4.94
10710,60,858,1329.9,1.55,0.03,2.61
10711,60,3505,32771.75,9.35,0.16,64.23
10712,60,125000,900000.0,7.2,0.12,1764.0
10714,60,32067,230882.4,7.2,0.12,452.53
10715,60,29011,98637.4,3.4,0.06,193.33
10716,30,1747,19217.0,11.0,0.37,37.67
10717,60,7425,23760.0,3.2,0.05,46.57
10718,25,307,6140.0,20.0,0.8,9.82
10719,60,125010,900072.0,7.2,0.12,1440.12
10720,60,45000,420750.0,9.35,0.16,673.2
10721,30,1000,50400.0,50.4,1.68,80.64
10722,30,6000,157500.0,26.25,0.88,252.0
10723,240,9187,19292.7,2.1,0.01,30.87
10724,60,31000,271560.0,8.76,0.15,532.26
10726,60,50000,170000.0,3.4,0.06,333.2
10727,60,2066,7024.4,3.4,0.06,11.24
10728,60,1894,17708.9,9.35,0.16,28.33
10731,60,2742,20290.8,7.4,0.12,39.77
10732,60,13100,154580.0,11.8,0.2,302.98
10733,60,528,1536.48,2.91,0.05,2.46
10734,30,5000,60050.0,12.01,0.4,96.08
10735,60,115130,828936.0,7.2,0.12,1624.71
10736,60,1116,10434.6,9.35,0.16,20.45
10737,30,28926,307194.12,10.62,0.35,602.1
10741,60,46163,436240.35,9.45,0.16,697.98
10743,60,12040,38528.0,3.2,0.05,61.64
10744,30,4,105.0,26.25,0.88,0.17
10745,60,1017,2949.3,2.9,0.05,4.72
10746,60,5217,38605.8,7.4,0.12,75.67
10747,30,17067,448008.75,26.25,0.88,878.1
10748,60,6296,74292.8,11.8,0.2,145.61
10749,30,2003,23475.16,11.72,0.39,46.01
10750,120,2034,83597.4,41.1,0.34,163.85
10751,30,50000,600500.0,12.01,0.4,1176.98
10753,60,4501,51311.4,11.4,0.19,100.57
10754,30,145000,1741450.0,12.01,0.4,2786.32
10755,60,3672,34333.2,9.35,0.16,54.93
10756,60,486,1409.4,2.9,0.05,2.76
10759,30,5000,118500.0,23.7,0.79,232.26
10761,30,3392,89040.0,26.25,0.88,174.52
10763,60,30415,346731.0,11.4,0.19,679.59
10764,60,47392,341222.4,7.2,0.12,668.8
10765,30,2561,67226.25,26.25,0.88,131.76
10766,60,3574,31308.24,8.76,0.15,61.36
10767,30,2345,16063.25,6.85,0.23,31.48
10768,90,523,6657.79,12.73,0.14,13.05
10769,60,6133,61.33,0.01,0.0,0.12
10771,60,5601,16803.0,3.0,0.05,32.93
10774,60,500,3855.0,7.71,0.13,7.56
10776,240,2208,4239.36,1.92,0.01,8.31
10777,60,6000,46260.0,7.71,0.13,90.67
10779,30,30000,291600.0,9.72,0.32,571.54
10780,90,1093,16679.18,15.26,0.17,32.69
10781,60,10962,96027.12,8.76,0.15,188.21
10783,60,470,700.3,1.49,0.02,1.37
10784,60,6930,176368.5,25.45,0.42,345.68
10785,60,125000,890000.0,7.12,0.12,1744.4
10786,60,9700,74787.0,7.71,0.13,146.58
10787,60,4794,122007.3,25.45,0.42,239.13
10788,60,108000,946080.0,8.76,0.15,1854.32
10791,60,7000,52710.0,7.53,0.13,103.31
10792,60,8824,77298.24,8.76,0.15,151.5
10793,60,1216,1824.0,1.5,0.02,3.58
10794,60,98000,294000.0,3.0,0.05,576.24
10795,240,4315,9061.5,2.1,0.01,17.76
10796,240,2415,4588.5,1.9,0.01,8.99
10797,60,240,1680.0,7.0,0.12,3.29
10798,60,6915,175986.75,25.45,0.42,344.93
10799,60,14066,159649.1,11.35,0.19,312.91
10800,240,3535,6716.5,1.9,0.01,14.48
10801,60,2430,3547.8,1.46,0.02,7.65
10803,270,1042,82463.88,79.14,0.29,177.79
10825,60,2329,7615.83,3.27,0.05,12.19
10838,30,54263,108526.0,2.0,0.07,173.64
10840,60,3386,25395.0,7.5,0.12,40.63
10841,100,150,12000.0,80.0,0.8,19.2
10842,20,155,4960.0,32.0,1.6,7.94
10843,60,52865,188728.05,3.57,0.06,301.96
10844,20,250,8000.0,32.0,1.6,12.8
10845,20,500,13500.0,27.0,1.35,21.6
10846,60,209,1703.35,8.15,0.14,2.73
10847,60,1051,37625.8,35.8,0.6,60.2
10851,200,165,239.25,1.45,0.01,0.38
10852,60,253,442.75,1.75,0.03,0.71
10855,60,18290,155830.8,8.52,0.14,249.33
10857,60,3285,4993.2,1.52,0.03,7.99
10859,60,3896,139476.8,35.8,0.6,223.16
10860,25,8000,160000.0,20.0,0.8,256.0
10861,336,143,5485.48,38.36,0.11,8.78
10862,60,17191,300842.5,17.5,0.29,481.35
10863,60,1859,6320.6,3.4,0.06,10.11
10865,180,508,8620.76,16.97,0.09,13.79
10866,60,25799,87716.6,3.4,0.06,140.35
10867,40,230,17480.0,76.0,1.9,27.97
10868,40,615,46740.0,76.0,1.9,74.78
10877,60,10000,106800.0,10.68,0.18,170.88
10878,240,13850,29777.5,2.15,0.01,47.64
10879,240,15913,31348.61,1.97,0.01,50.16
10880,60,14700,22344.0,1.52,0.03,35.75
10881,90,1064,17024.0,16.0,0.18,27.24
10882,40,450,34200.0,76.0,1.9,54.72
10883,270,252,19817.28,78.64,0.29,31.71
10884,120,3200,131520.0,41.1,0.34,210.43
10885,270,16,1258.24,78.64,0.29,2.01
10886,270,526,41364.64,78.64,0.29,66.18
10887,240,1341,22126.5,16.5,0.07,35.4
10889,30,1717,21325.14,12.42,0.41,34.12
10890,270,1577,124015.28,78.64,0.29,198.42
10891,100,872,62775.28,71.99,0.72,100.44
10892,60,821,57470.0,70.0,1.17,91.95
10893,60,614,2032.34,3.31,0.06,3.25
10894,60,600,2142.0,3.57,0.06,3.43
10895,240,390,1010.1,2.59,0.01,1.62
10898,100,350,25200.0,72.0,0.72,40.32
10900,100,2623,27279.2,10.4,0.1,43.65
10901,240,5496,10827.12,1.97,0.01,17.32
10903,30,100,224.0,2.24,0.07,0.36
10904,200,500,700.0,1.4,0.01,1.12
10905,30,1,2.0,2.0,0.07,0.0
10906,60,1650,22275.0,13.5,0.22,35.64
10907,30,44135,548156.7,12.42,0.41,877.05
10908,30,42,1102.5,26.25,0.88,1.76
10910,240,3119,0.0,0.0,0.0,0.0
10915,90,2066,33056.0,16.0,0.18,52.89
10917,60,219,383.25,1.75,0.03,0.61
10918,30,1184,20128.0,17.0,0.57,32.2
10919,120,479,19686.9,41.1,0.34,31.5
10923,240,1926,4140.9,2.15,0.01,6.63
10924,30,627,7787.34,12.42,0.41,12.46
10925,60,37240,275576.0,7.4,0.12,440.92
10926,60,100,1550.0,15.5,0.26,2.48
10927,60,213,14910.0,70.0,1.17,23.86
10928,180,343,17150.0,50.0,0.28,27.44
10929,90,1692,27072.0,16.0,0.18,43.32
10930,30,50061,976189.5,19.5,0.65,1561.9
10931,30,591,10047.0,17.0,0.57,16.08
10933,60,3150,9576.0,3.04,0.05,15.32
10934,30,1600,3200.0,2.0,0.07,5.12
10936,60,7511,25537.4,3.4,0.06,40.86
10937,60,1008,9576.0,9.5,0.16,15.32
10939,30,44135,548156.7,12.42,0.41,877.05
10940,60,2273,17615.75,7.75,0.13,28.19
10942,180,5538,276900.0,50.0,0.28,443.04
10943,60,10000,81500.0,8.15,0.14,130.4
10944,100,4300,43.0,0.01,0.0,0.07
